traffic,rain,pop,dist,is_neg,deficit
3.62,51,15000,24.58,0,22
2.52,28,15000,9.85,1,17
2.47,15,25000,18.01,1,23
2.25,75,15000,27.53,0,19
0.74,16,15000,10.3,0,11
0.81,63,15000,24.78,0,13
2.6,90,15000,1.27,0,14
1.69,88,5000,1.11,1,11
3.71,12,5000,23.03,0,10
1.92,71,5000,23.08,0,11
1.0,55,15000,23.88,0,11
3.0,4,15000,27.97,1,22
1.53,11,25000,4.42,1,20
2.34,40,25000,7.73,0,12
2.94,2,25000,27.21,1,29
3.65,98,15000,6.14,1,24
3.27,32,5000,20.78,0,11
2.87,85,5000,16.38,1,19
2.88,49,5000,3.41,0,9
3.81,55,15000,9.27,0,13
1.54,8,5000,16.09,0,7
0.5,81,25000,25.72,1,23
1.45,49,25000,21.52,0,17
1.26,28,5000,19.03,1,12
2.82,38,25000,15.38,1,23
2.72,90,5000,9.66,1,14
2.58,99,5000,4.46,1,16
0.56,44,25000,12.86,0,12
3.05,16,25000,1.83,0,14
1.63,55,25000,7.12,1,24
2.83,97,25000,13.54,0,18
2.45,45,5000,13.14,1,17
1.7,66,25000,2.28,1,24
0.97,68,25000,18.08,0,14
0.83,13,15000,16.94,1,17
3.41,66,25000,3.27,0,16
3.71,22,25000,28.35,1,35
2.77,93,5000,3.88,1,13
0.86,60,5000,25.79,1,18
1.91,22,15000,1.01,1,12
3.05,26,25000,26.59,0,25
3.23,53,25000,1.57,1,19
0.91,9,25000,22.98,1,21
0.5,88,25000,11.49,0,13
2.99,76,25000,22.41,1,27
1.75,15,25000,12.65,1,21
1.39,40,15000,3.06,1,14
0.55,97,25000,23.26,1,22
2.39,54,25000,3.07,1,21
3.48,60,25000,27.74,1,30
3.85,85,15000,2.48,0,14
2.48,80,25000,14.9,1,26
2.3,86,15000,21.97,0,19
0.8,99,5000,12.4,1,15
2.42,48,25000,7.3,0,16
1.83,72,15000,23.01,0,14
2.62,51,5000,23.74,0,16
1.86,1,15000,27.76,0,14
1.34,95,15000,11.91,1,18
0.83,49,5000,15.68,1,12
1.6,85,25000,11.53,1,24
0.84,42,25000,8.46,0,14
1.12,76,15000,22.78,0,15
3.96,7,5000,10.85,0,12
2.05,58,25000,13.42,0,15
2.36,64,15000,12.71,0,15
3.56,80,5000,21.67,0,17
3.98,11,15000,27.62,0,25
2.54,3,5000,20.34,1,19
3.34,76,25000,14.68,0,22
1.64,94,25000,23.6,1,28
1.57,40,15000,19.59,1,21
1.91,6,25000,2.76,0,13
2.85,86,25000,3.77,0,18
2.89,87,5000,2.1,0,7
1.6,68,25000,14.25,0,16
0.97,68,5000,24.95,1,13
2.71,80,5000,10.08,0,10
0.95,29,15000,12.14,1,15
2.52,72,5000,27.37,0,16
2.93,5,25000,25.27,1,28
2.95,88,5000,20.29,1,22
3.14,18,5000,8.74,1,13
3.56,79,15000,4.39,1,19
2.25,84,25000,1.47,1,22
3.06,65,25000,4.1,0,14
2.67,9,25000,9.49,0,16
1.15,15,5000,17.0,0,4
0.59,36,25000,2.86,1,21
1.5,78,25000,4.95,0,15
2.05,76,5000,6.25,1,14
2.66,76,15000,19.33,1,20
3.47,31,15000,18.86,0,19
1.19,46,5000,16.97,1,14
0.94,71,15000,8.26,0,11
3.87,42,15000,11.76,1,21
0.88,81,15000,3.8,0,12
2.17,35,25000,7.57,1,22
2.55,25,15000,27.03,0,19
2.39,9,25000,29.41,0,24
0.8,30,15000,19.78,1,14
0.7,96,25000,27.59,1,23
0.87,28,5000,19.64,1,13
2.55,4,5000,1.96,0,4
2.41,76,15000,29.91,0,22
1.32,0,25000,3.87,1,14
2.73,86,5000,20.8,0,12
3.37,2,5000,8.33,0,6
0.65,66,5000,12.37,1,9
2.24,70,5000,19.73,0,13
2.91,99,15000,13.66,0,17
1.38,34,25000,8.27,0,12
1.58,14,5000,10.7,1,10
2.65,66,15000,10.9,0,14
3.64,92,5000,28.82,1,25
3.33,29,5000,24.16,0,14
2.54,81,5000,14.3,0,11
3.06,74,5000,6.79,0,8
1.78,42,15000,24.52,0,14
2.74,59,25000,5.56,0,18
2.13,39,15000,7.1,1,18
1.16,64,15000,11.61,0,10
2.96,28,15000,26.53,0,17
2.45,73,5000,4.82,0,7
1.76,91,25000,4.54,0,18
3.69,94,5000,15.33,1,17
0.57,18,15000,9.02,0,8
1.61,2,5000,17.49,0,6
0.7,35,25000,14.1,0,16
3.18,42,25000,13.61,0,21
2.96,14,5000,4.25,1,8
1.66,96,15000,5.09,1,20
2.86,40,5000,24.81,0,10
1.89,89,15000,26.69,0,19
3.15,79,25000,7.81,0,19
2.09,35,5000,4.29,0,8
1.94,96,25000,2.55,0,16
3.77,83,15000,18.64,1,25
1.38,76,15000,21.75,1,18
0.92,32,5000,11.81,0,8
2.55,4,5000,20.71,0,14
3.89,77,5000,21.68,0,18
1.82,90,25000,28.12,1,28
0.72,86,15000,2.88,0,13
1.69,13,15000,6.58,0,10
2.27,67,25000,2.99,1,20
1.07,82,5000,26.17,1,15
2.8,46,5000,23.99,0,13
3.99,53,25000,17.66,0,25
2.08,3,15000,3.43,0,6
1.74,93,15000,8.93,0,12
1.9,82,15000,9.63,1,20
0.9,94,15000,17.26,1,19
3.59,94,25000,8.48,0,20
1.95,8,15000,3.12,1,13
1.86,52,25000,22.19,0,18
2.81,76,5000,9.67,1,14
2.05,77,25000,14.12,0,20
2.77,59,15000,4.7,0,11
0.72,45,5000,24.27,1,13
3.35,53,25000,17.4,1,25
3.79,73,25000,27.15,1,36
2.77,94,25000,15.37,1,28
3.84,36,5000,28.3,1,28
1.03,22,25000,26.86,0,16
2.17,26,15000,17.72,0,14
2.61,69,5000,28.08,1,19
2.54,89,5000,10.37,0,13
1.91,65,25000,11.6,0,14
1.68,60,15000,2.32,0,12
0.94,76,5000,18.09,0,8
1.87,50,25000,21.94,1,21
1.07,49,15000,23.43,0,12
3.07,18,25000,5.34,0,10
1.23,0,25000,13.88,0,15
0.7,39,5000,6.13,0,4
2.43,31,5000,20.2,1,15
2.58,21,25000,5.58,0,15
3.55,92,5000,27.22,0,21
2.52,65,5000,7.69,0,9
1.71,39,15000,9.45,1,16
3.31,37,15000,25.68,1,29
2.39,47,25000,14.3,0,17
0.78,54,25000,1.7,0,10
2.48,74,25000,15.34,1,23
3.68,80,25000,3.45,0,17
1.89,54,15000,29.57,1,22
1.54,50,5000,18.06,0,11
1.0,59,15000,8.44,0,8
1.03,7,25000,17.35,1,21
2.01,85,25000,3.23,0,14
2.58,67,15000,24.2,0,21
0.78,74,15000,27.83,0,14
3.79,71,25000,26.36,1,35
3.14,8,5000,10.91,1,15
2.55,89,25000,10.45,0,21
3.4,1,15000,2.02,0,7
0.78,79,25000,19.89,0,13
2.17,94,25000,16.51,0,22
2.71,69,5000,14.32,1,17
3.4,84,25000,27.32,1,39
3.24,89,25000,5.87,1,22
1.47,58,25000,1.28,0,12
3.79,18,15000,3.13,0,10
0.94,27,15000,7.48,1,16
3.56,71,5000,1.97,0,7
3.9,13,25000,15.58,0,19
1.12,23,15000,10.11,1,13
3.03,43,5000,6.23,0,6
0.64,55,25000,22.75,1,18
1.92,89,5000,6.93,0,13
2.31,94,5000,20.94,0,12
2.53,50,5000,11.13,0,8
3.78,31,5000,15.84,0,14
2.85,49,5000,28.08,0,16
2.18,40,5000,2.08,1,9
3.33,65,5000,15.51,1,19
3.83,24,25000,25.78,0,25
0.58,60,25000,18.05,0,14
3.94,65,5000,9.03,1,17
0.8,41,25000,12.53,1,17
3.35,64,5000,20.73,0,18
1.48,35,25000,26.83,1,24
0.96,75,15000,2.19,1,15
2.04,8,5000,3.07,1,9
2.75,35,15000,10.43,0,14
1.83,91,5000,7.75,1,16
0.69,37,5000,8.68,1,11
2.6,32,15000,7.42,1,15
3.66,41,15000,6.68,1,19
1.84,60,15000,4.79,0,10
1.26,45,5000,28.08,1,19
2.05,85,15000,5.18,1,18
0.67,88,15000,6.93,1,20
3.37,60,25000,8.14,0,18
3.39,17,25000,28.06,0,23
2.56,69,15000,22.92,0,25
1.74,81,15000,23.9,1,19
3.3,79,15000,4.04,1,14
2.44,14,15000,25.25,1,18
3.39,47,25000,12.84,0,24
2.71,71,5000,8.62,1,19
3.25,12,15000,17.7,1,22
2.59,42,15000,24.84,0,19
1.95,59,25000,23.58,1,26
3.85,56,15000,26.81,1,27
2.39,70,15000,27.92,0,22
2.62,16,25000,7.91,0,17
1.27,49,15000,13.29,0,9
2.69,31,15000,1.42,0,9
2.5,21,25000,26.5,0,21
1.15,54,5000,5.48,1,11
0.71,56,15000,25.98,0,10
2.62,12,15000,10.55,1,17
3.17,46,5000,11.68,1,15
2.33,86,25000,2.13,0,17
1.29,61,5000,10.48,0,7
2.83,53,15000,26.76,1,25
0.78,28,5000,1.74,1,10
2.05,21,25000,12.78,1,21
1.07,64,15000,1.91,0,9
1.15,28,25000,11.76,1,21
1.21,47,25000,6.01,0,13
1.85,4,5000,8.31,1,9
0.68,34,5000,26.45,1,10
1.89,73,25000,13.65,1,24
2.29,82,25000,8.94,0,20
2.19,70,15000,18.09,0,15
1.84,45,25000,5.12,1,19
3.44,34,25000,8.52,1,21
1.01,44,5000,16.84,1,9
2.27,12,25000,7.89,0,16
0.72,9,25000,20.69,0,14
0.75,65,5000,15.25,0,9
2.51,69,15000,23.39,0,19
2.48,71,5000,28.5,0,15
3.57,99,5000,4.36,1,15
2.45,24,25000,10.71,1,20
3.86,43,25000,10.27,1,23
0.67,59,15000,5.38,0,9
0.84,46,25000,24.5,1,24
0.65,39,15000,23.04,0,14
1.15,6,15000,15.05,0,7
2.39,45,15000,16.6,1,20
2.76,22,15000,2.73,1,15
0.66,82,25000,17.11,0,14
3.81,45,5000,23.95,0,18
3.45,85,5000,17.64,1,22
1.54,12,25000,8.69,0,12
0.77,20,25000,20.36,0,15
1.09,0,15000,11.48,0,8
0.94,18,25000,16.8,1,14
0.93,59,5000,15.14,0,5
2.31,32,25000,12.05,0,19
1.36,3,25000,21.85,0,16
1.75,2,15000,26.63,0,7
3.96,90,15000,1.15,0,8
2.9,51,15000,28.07,0,22
3.82,98,15000,15.83,0,19
1.0,27,5000,21.32,1,7
1.84,69,25000,25.81,1,29
2.44,69,25000,14.55,1,26
0.77,54,15000,25.21,0,10
0.51,56,5000,6.15,1,14
2.85,86,5000,5.62,1,13
2.75,96,25000,20.07,0,22
1.94,15,15000,26.23,1,19
2.21,23,25000,26.88,0,16
1.95,68,25000,19.67,0,20
0.58,40,5000,16.24,0,6
1.67,76,5000,10.61,1,14
1.12,46,25000,29.42,0,19
0.84,75,15000,10.27,1,14
3.85,68,15000,22.58,0,24
2.6,30,25000,16.43,0,19
3.05,91,25000,18.65,1,28
1.6,91,15000,12.41,0,14
1.88,29,15000,28.98,1,20
1.33,17,15000,17.58,0,13
0.84,43,25000,28.2,0,17
1.13,26,5000,1.22,0,4
3.29,98,15000,17.61,0,19
2.87,25,15000,21.8,0,18
2.41,59,15000,22.61,0,20
2.16,17,25000,27.24,0,23
3.73,96,5000,1.13,0,6
0.75,88,5000,1.01,1,14
1.48,55,15000,14.7,1,21
1.72,30,25000,1.85,1,17
3.24,58,5000,29.26,0,22
3.97,1,25000,7.44,1,21
1.34,96,5000,14.71,1,14
3.56,38,15000,2.77,0,8
3.41,60,25000,16.14,1,24
1.29,62,15000,12.02,0,11
1.9,95,5000,2.3,1,13
1.93,17,5000,10.72,1,12
3.92,16,15000,12.35,1,23
1.13,97,5000,29.71,1,18
3.3,38,15000,7.03,1,17
1.67,70,15000,16.8,0,13
3.06,53,15000,29.63,1,25
1.97,98,5000,23.97,0,15
2.52,93,25000,29.81,1,32
3.41,75,15000,29.08,0,25
3.31,34,25000,15.2,1,25
3.53,10,5000,21.19,1,20
0.71,60,5000,4.2,1,9
2.92,43,25000,13.79,1,24
0.99,67,15000,24.46,1,18
1.96,24,5000,15.65,0,8
2.42,47,15000,21.38,1,20
1.91,31,15000,22.63,1,21
2.32,83,25000,8.35,0,17
3.99,94,5000,26.4,1,26
0.97,3,25000,14.33,1,20
2.86,37,5000,7.1,1,12
1.89,62,25000,26.1,1,26
0.97,46,5000,13.12,1,14
1.06,0,5000,22.76,0,8
3.82,2,5000,16.89,1,17
3.58,85,15000,12.07,0,17
3.67,61,15000,24.49,1,30
3.97,63,25000,17.95,1,32
1.23,16,25000,12.33,0,13
1.74,77,5000,4.18,1,14
2.84,61,5000,26.97,1,21
2.19,34,15000,2.03,0,5
1.96,12,15000,26.03,1,21
1.75,34,15000,11.44,1,15
2.58,42,25000,19.54,0,18
2.51,1,15000,27.74,0,18
1.07,55,25000,5.4,1,19
2.15,76,15000,17.44,1,22
2.44,50,15000,23.17,1,20
2.5,53,5000,22.97,0,11
1.24,15,25000,16.24,0,17
3.1,17,15000,19.12,1,20
0.59,6,5000,22.97,1,10
1.74,44,25000,25.39,1,25
3.23,35,25000,23.09,0,21
2.47,40,15000,11.27,0,15
1.41,93,25000,29.91,0,21
2.93,41,5000,13.6,1,16
2.49,6,5000,1.71,1,11
3.29,14,25000,11.52,1,24
3.07,59,5000,4.71,0,11
2.64,39,25000,4.52,1,19
2.21,82,5000,9.16,0,14
0.97,36,25000,2.55,1,19
1.41,65,25000,20.97,0,21
1.97,54,25000,3.15,1,22
2.6,76,5000,6.9,1,13
2.3,94,25000,3.69,0,14
1.51,79,25000,2.83,1,17
0.52,55,15000,8.76,0,5
2.24,43,15000,17.59,1,19
1.5,56,25000,28.98,1,28
3.07,5,15000,26.39,1,23
0.58,91,25000,26.4,0,15
2.55,31,15000,6.11,1,17
3.8,73,5000,8.68,0,9
1.11,17,5000,3.22,1,13
2.15,67,25000,23.58,1,26
0.82,72,25000,3.02,0,16
2.69,6,5000,17.14,1,15
2.43,7,5000,8.19,1,11
1.93,63,15000,8.06,0,14
2.32,6,25000,29.73,0,21
3.64,40,5000,22.95,1,26
1.19,39,5000,25.27,0,7
0.58,2,25000,17.59,0,9
3.52,16,15000,26.26,1,23
2.52,65,15000,19.72,0,19
3.62,78,15000,28.44,0,27
2.59,92,15000,9.16,1,20
3.34,51,5000,18.26,0,14
2.0,21,25000,21.01,0,19
3.12,3,25000,12.4,1,22
3.7,5,5000,26.51,1,19
2.5,37,5000,29.41,0,11
1.13,25,5000,15.32,1,10
1.44,10,25000,12.33,0,13
1.2,89,25000,14.69,0,15
1.36,16,25000,25.73,0,18
1.57,87,15000,19.72,0,12
2.44,91,5000,2.3,1,12
2.56,98,5000,16.72,1,16
1.99,30,5000,1.5,0,3
2.65,76,25000,23.58,1,29
0.79,34,5000,10.52,0,7
0.81,15,5000,14.69,0,5
1.1,78,15000,24.16,1,21
2.31,17,25000,2.35,1,20
1.25,61,5000,5.6,0,7
1.49,26,25000,12.54,1,18
1.9,34,25000,7.67,0,15
3.34,44,25000,10.8,1,27
0.55,34,15000,29.95,1,16
2.77,27,25000,24.94,0,23
2.84,8,25000,26.63,1,29
3.3,75,25000,28.17,1,33
3.76,14,5000,10.89,0,11
0.57,20,15000,9.62,0,7
1.04,51,5000,7.79,0,7
3.6,34,15000,25.07,0,21
2.1,96,15000,20.71,0,17
2.48,50,25000,7.85,0,17
2.82,82,25000,11.93,1,21
2.88,54,5000,15.69,0,13
3.76,86,15000,16.32,0,21
3.99,76,25000,26.77,0,29
3.02,43,25000,12.04,1,24
1.51,64,25000,27.35,0,17
3.58,92,25000,13.8,0,20
0.67,87,5000,22.64,1,15
1.31,79,5000,27.98,1,23
3.64,24,25000,27.32,0,27
1.4,86,25000,2.65,1,19
1.27,91,25000,6.97,1,23
0.98,46,25000,14.83,0,16
3.51,79,25000,13.52,0,18
2.25,55,15000,19.59,0,15
2.86,37,15000,28.4,1,26
1.34,10,15000,4.26,0,8
3.15,66,15000,14.1,1,22
3.16,14,25000,6.58,0,14
1.59,0,15000,26.93,1,17
1.94,6,15000,28.97,0,14
1.23,0,5000,14.88,1,10
3.92,48,15000,4.02,0,13
2.76,95,15000,23.77,0,19
3.77,72,25000,21.22,0,25
1.56,28,15000,11.29,1,15
3.24,25,15000,26.73,1,29
3.18,86,25000,29.3,0,30
2.92,44,15000,17.18,1,20
3.88,92,25000,17.41,0,26
1.88,96,15000,9.63,1,17
0.96,70,5000,17.95,0,9
2.85,11,5000,13.75,1,17
3.05,94,15000,9.76,1,17
2.51,31,5000,2.95,1,9
1.22,19,25000,8.33,1,19
2.27,50,15000,6.74,1,16
1.59,80,25000,16.72,0,18
2.0,35,5000,18.45,1,15
2.76,66,25000,18.65,1,24
3.11,0,5000,12.26,1,15
1.31,26,5000,13.22,1,9
1.92,39,5000,25.19,0,12
1.44,96,25000,14.81,1,23
1.2,83,5000,29.65,1,22
3.24,13,15000,13.75,0,13
3.68,99,5000,19.84,0,19
1.8,68,15000,2.46,1,17
3.13,86,15000,19.95,0,20
3.64,78,15000,25.69,1,30
3.46,5,15000,28.33,1,25
1.14,32,25000,29.92,0,16
3.85,54,15000,9.18,1,16
1.82,18,5000,17.69,0,9
1.69,76,15000,14.07,0,19
0.72,28,5000,17.35,1,12
2.2,60,25000,5.57,1,22
0.88,69,15000,25.83,0,10
1.37,78,5000,27.38,1,16
1.61,79,25000,14.04,0,19
3.33,23,25000,9.13,0,13
3.56,22,5000,5.08,0,4
1.56,9,15000,20.83,0,12
3.51,53,25000,10.05,1,26
3.5,40,5000,27.38,1,24
3.18,48,15000,20.46,1,24
1.01,16,25000,19.72,1,20
2.92,55,5000,17.22,1,16
3.81,44,25000,2.33,1,19
2.89,29,25000,28.03,0,24
1.66,43,5000,19.21,1,15
2.25,73,25000,29.83,0,20
2.76,54,5000,16.58,0,15
2.29,18,15000,21.59,0,12
0.92,28,5000,2.63,1,10
1.59,1,15000,19.32,0,11
3.31,35,25000,23.17,1,28
3.51,18,5000,23.58,0,16
0.98,6,5000,23.33,1,10
3.83,25,5000,7.56,1,18
1.65,78,5000,29.29,1,19
2.82,37,15000,29.86,1,28
3.13,2,15000,3.19,1,11
3.34,79,25000,28.16,0,30
3.81,65,25000,9.39,1,23
1.6,94,25000,20.99,1,23
3.5,91,25000,10.81,0,18
0.96,70,5000,29.06,1,14
2.97,93,15000,3.94,1,19
3.1,42,15000,15.43,1,27
2.87,61,15000,13.41,1,26
1.38,70,15000,10.45,1,17
3.56,99,25000,19.72,0,27
1.09,92,5000,4.8,1,11
0.69,23,15000,21.78,0,5
3.01,38,5000,29.44,1,23
2.16,67,5000,24.33,0,14
3.47,92,5000,25.94,0,22
1.84,43,5000,11.43,0,9
1.09,4,15000,10.42,1,13
3.43,54,15000,15.99,1,23
2.42,92,15000,2.33,0,13
1.16,29,25000,28.42,1,25
3.02,28,15000,5.17,1,14
2.29,25,25000,27.19,0,21
2.62,82,25000,3.42,1,23
2.11,25,25000,24.86,0,19
3.4,36,15000,5.41,1,15
3.4,90,15000,2.11,0,12
2.98,93,15000,21.87,1,27
0.87,52,25000,9.13,1,18
3.44,29,25000,21.72,0,20
2.85,2,5000,17.1,0,14
2.94,42,25000,4.16,1,20
1.77,6,25000,28.03,0,20
3.58,48,15000,14.12,0,16
3.04,72,5000,22.3,0,18
0.89,40,5000,15.53,0,6
1.93,76,5000,18.53,0,12
3.6,78,15000,9.78,1,19
0.67,53,5000,6.81,0,2
3.86,68,5000,16.73,0,14
2.88,92,15000,13.77,0,14
2.71,98,5000,12.31,0,8
1.45,90,25000,20.5,1,26
1.37,26,25000,21.02,0,12
3.8,7,25000,2.33,1,20
1.54,31,25000,10.82,1,23
3.21,83,25000,12.94,0,17
1.88,63,25000,3.81,0,15
0.99,9,25000,7.84,1,21
0.54,12,25000,2.5,1,16
2.4,62,25000,29.89,1,31
3.92,92,15000,22.36,0,29
1.79,34,15000,3.54,1,11
1.75,60,25000,1.59,0,11
1.7,53,15000,21.86,1,21
2.32,7,15000,13.74,1,21
2.04,28,25000,23.82,0,17
3.58,94,25000,27.78,0,34
2.27,40,15000,18.38,1,21
2.28,29,25000,6.43,0,10
0.98,85,25000,23.68,0,21
3.94,20,25000,28.72,1,33
1.37,75,25000,17.83,0,18
0.76,10,15000,20.78,0,6
2.82,1,5000,10.79,1,11
2.58,49,15000,12.06,1,16
1.95,40,5000,22.3,0,7
1.98,65,5000,27.91,0,14
3.25,97,5000,19.24,0,17
1.18,2,15000,23.91,1,15
3.37,79,15000,5.98,1,16
2.77,50,15000,7.15,0,9
1.97,67,15000,16.43,0,15
2.1,86,15000,6.12,0,12
1.4,83,5000,19.41,1,17
3.13,24,15000,9.46,1,21
2.3,29,5000,23.95,0,13
1.62,81,15000,24.44,0,17
2.59,10,15000,14.45,0,17
3.99,92,25000,6.24,0,18
2.02,16,5000,19.76,1,20
3.72,25,15000,29.79,0,27
1.71,22,15000,19.06,0,11
0.69,55,15000,2.04,1,17
1.21,51,25000,1.5,0,12
1.97,47,5000,10.29,0,5
1.27,19,15000,6.68,0,8
0.5,1,15000,24.58,0,5
3.7,87,15000,25.5,0,25
3.45,30,25000,8.5,0,17
3.1,26,15000,10.44,1,18
1.09,1,5000,7.85,0,4
0.92,77,5000,27.34,1,16
0.74,3,5000,15.58,1,12
3.03,12,5000,20.03,1,18
3.75,99,15000,13.05,1,24
2.01,34,25000,19.3,0,19
0.92,71,25000,12.19,0,16
2.29,65,25000,10.85,0,13
1.72,5,15000,19.4,0,11
1.81,30,25000,18.14,1,21
2.67,9,5000,9.51,1,13
3.02,20,15000,5.33,1,15
0.89,73,25000,11.69,0,11
0.62,22,5000,13.04,1,7
3.98,2,5000,19.23,0,12
1.31,31,15000,27.52,1,19
0.69,19,15000,2.05,0,9
1.16,73,25000,8.07,1,18
0.64,28,25000,6.62,1,17
1.87,51,25000,15.57,0,17
3.31,45,15000,13.46,1,19
1.69,33,25000,22.14,1,23
2.05,83,25000,8.03,0,18
2.86,60,5000,18.24,1,17
2.28,71,5000,26.63,1,21
3.52,70,5000,27.41,1,26
3.53,69,25000,28.8,1,32
0.53,10,15000,23.42,0,8
3.22,81,5000,27.27,0,20
2.11,92,15000,7.8,1,22
3.96,88,25000,6.73,0,22
2.19,62,25000,1.19,1,18
3.95,20,5000,21.5,0,14
3.14,2,15000,28.19,1,25
1.37,81,5000,6.42,1,12
2.38,87,25000,19.47,0,24
3.97,9,15000,22.65,1,26
3.5,26,5000,27.9,1,24
0.84,11,25000,19.76,1,20
2.97,6,5000,29.14,1,22
1.71,16,15000,11.0,0,10
0.52,64,15000,11.15,0,11
1.91,63,15000,16.75,0,14
1.32,25,15000,12.12,0,8
3.37,14,15000,1.04,1,17
1.68,32,5000,22.22,1,13
3.4,61,5000,22.8,1,26
0.5,46,5000,22.66,1,13
1.58,94,5000,11.01,0,8
1.34,34,25000,16.15,0,16
1.32,64,25000,11.44,0,17
0.74,71,5000,1.47,1,15
1.15,75,25000,17.31,1,20
2.44,82,25000,4.59,1,21
1.52,24,15000,3.32,1,17
1.96,56,5000,22.91,0,13
1.82,31,25000,1.28,0,13
3.57,62,25000,28.81,0,31
3.67,11,5000,15.94,1,17
2.23,62,15000,29.51,0,14
1.66,76,5000,2.68,1,12
0.87,91,15000,17.92,0,17
3.84,0,25000,11.13,0,17
0.71,50,15000,25.46,1,16
1.54,69,15000,11.48,1,21
1.54,7,5000,8.55,1,12
1.62,67,25000,25.87,0,20
1.08,4,5000,11.86,0,5
3.24,88,5000,1.49,0,5
0.93,85,25000,12.32,0,15
2.72,91,5000,19.98,1,21
0.93,38,5000,8.38,0,7
0.75,22,15000,13.53,1,14
3.68,67,5000,2.64,0,7
1.17,51,25000,18.05,1,25
3.37,3,5000,22.93,1,25
2.41,46,15000,12.99,0,11
0.77,20,5000,13.19,0,5
3.84,55,5000,3.56,1,10
1.36,65,5000,6.86,0,7
3.51,58,15000,5.49,1,17
1.09,6,25000,14.97,0,15
3.49,48,25000,16.35,0,19
0.55,15,15000,28.52,0,6
2.29,16,15000,3.12,0,11
3.19,83,5000,18.4,0,14
3.77,86,25000,16.27,1,30
3.68,97,15000,15.97,0,20
3.37,74,25000,26.32,1,31
3.61,33,5000,6.96,1,12
1.2,32,15000,2.18,1,16
1.49,25,25000,20.5,0,17
1.51,65,25000,11.01,1,22
1.82,62,5000,1.51,1,11
1.88,86,15000,8.29,1,19
2.41,40,25000,9.97,1,22
1.06,85,5000,18.89,1,18
2.92,57,25000,6.0,1,21
1.09,97,5000,12.98,0,10
1.59,78,25000,14.99,1,25
2.26,9,25000,14.32,1,23
3.29,14,5000,29.24,0,20
3.09,41,15000,2.32,1,15
2.76,92,5000,28.58,0,17
1.05,56,15000,17.88,0,11
2.41,86,25000,24.08,1,30
0.81,16,25000,13.48,1,18
1.82,59,5000,14.16,0,13
1.95,8,5000,26.5,0,10
0.64,35,15000,26.98,0,8
1.46,72,15000,7.92,0,12
3.84,79,15000,6.78,1,23
3.84,35,5000,15.39,0,11
1.73,47,25000,27.11,0,18
0.65,50,5000,10.35,0,5
1.13,96,25000,19.91,1,23
1.87,94,5000,21.54,0,10
3.82,69,5000,23.58,0,16
0.99,73,15000,17.35,1,19
3.17,79,25000,12.67,1,27
0.88,67,5000,29.04,0,8
3.93,21,5000,18.73,0,14
1.84,76,25000,22.13,0,20
3.21,79,5000,11.0,1,15
1.7,92,25000,20.43,1,28
2.7,5,15000,8.48,0,10
1.17,25,15000,8.11,0,10
1.01,74,25000,21.73,0,18
3.78,87,15000,16.12,1,30
3.71,92,25000,20.82,0,24
3.61,2,5000,8.81,0,5
2.69,51,5000,18.36,1,21
3.33,73,25000,13.87,0,22
0.74,59,5000,18.31,1,13
1.67,62,15000,9.44,1,17
1.6,64,5000,21.75,0,10
2.72,51,5000,24.37,1,20
1.75,89,25000,8.54,1,20
1.02,75,15000,9.72,0,13
2.59,13,5000,20.17,1,12
3.35,88,5000,21.17,1,21
1.84,71,25000,21.42,0,19
0.96,67,25000,20.8,0,21
1.19,27,15000,12.39,0,9
1.33,70,5000,12.45,0,9
1.55,9,25000,8.39,0,11
2.75,56,25000,5.55,1,23
2.6,99,25000,21.08,1,35
2.94,65,15000,3.7,1,18
1.77,89,25000,28.2,1,27
3.38,49,15000,24.97,1,23
1.21,13,15000,25.87,0,13
2.14,15,5000,27.29,0,10
3.3,53,5000,12.85,0,9
1.13,42,15000,25.55,0,14
0.88,41,5000,5.58,1,10
3.59,80,5000,1.63,0,7
1.7,21,25000,23.76,0,19
2.89,67,5000,3.17,1,11
0.59,18,15000,29.67,1,13
2.92,65,5000,20.57,0,15
1.61,38,25000,22.85,1,25
0.7,72,15000,8.13,1,15
2.63,18,5000,20.54,0,10
1.34,15,15000,2.25,1,11
1.85,53,5000,25.3,0,13
0.78,24,25000,5.92,1,22
1.02,17,5000,21.22,1,14
1.54,22,15000,7.51,1,15
0.81,84,15000,2.99,1,18
3.69,10,15000,14.96,0,13
0.52,38,5000,5.91,1,11
2.19,67,5000,22.15,0,10
0.93,24,5000,7.89,0,4
1.58,62,25000,10.93,1,24
3.74,95,25000,17.46,1,32
1.07,29,25000,9.26,0,14
3.88,44,15000,11.96,1,22
1.22,89,15000,24.65,1,19
3.1,60,15000,6.2,0,12
2.41,99,15000,3.38,1,20
3.6,50,15000,10.52,0,14
2.44,97,5000,13.31,1,17
2.37,8,15000,16.74,1,17
1.18,75,5000,11.8,1,13
1.08,1,25000,23.91,1,18
3.71,4,25000,2.14,1,17
1.65,61,25000,13.52,1,22
1.8,68,25000,12.09,0,14
3.16,51,25000,19.78,0,27
1.69,85,15000,29.02,1,22
3.83,4,15000,15.8,1,21
3.08,58,15000,29.62,0,23
2.59,67,25000,9.77,0,16
3.58,8,25000,1.9,0,11
0.67,92,5000,5.8,1,12
1.4,21,15000,12.46,1,17
2.13,26,25000,10.17,1,21
1.29,9,25000,3.81,0,13
3.1,79,25000,13.55,0,23
3.72,60,5000,10.81,1,16
